code_name,smiles,YSI,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,Total charge,Global SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Nucleophilicity idx,Second IP,Second EA,S0-T1 gap,MolLogP
303,CCC(C)(C)C,43.4,14.6284,-11.2039,3.4245,9.0932,-9.6665,0.0644,0,270.2008,-0.221,-0.2963,-4.6364,75.0451,0.0,18.7597,0.0533,-0.2866,0.0022,4.8377,14.2901,-5.3966,307.5695,2.442500000000001
304,CCCC(C)CC,43.0,15.0293,-11.2825,3.7467,8.7635,-9.1943,0.0585,0,308.0621,-0.3353,-0.3188,-4.7459,86.7742,0.0,17.9578,0.0557,-0.2154,0.0015,4.9177,13.4312,-4.559,298.7606,2.832600000000001
305,CCCCCCCC,42.6,15.3,-11.2222,4.0778,8.5694,-8.7447,0.0177,0,350.8448,-0.4492,-0.3512,-4.8998,98.4718,0.0,17.3141,0.0578,-0.0877,0.0008,4.8216,12.728,-3.7146,293.232,3.3668000000000022
306,CCCCC(C)C,42.4,15.0596,-11.3158,3.7438,8.7804,-9.2412,0.0489,0,310.7199,-0.3387,-0.3222,-4.7444,86.7729,0.0,18.0217,0.0555,-0.2304,0.0017,4.9350000000000005,13.4151,-4.5704,300.1478,2.832600000000001
307,CCC(C)CC,38.2,15.0182,-11.324,3.6942,8.9716,-9.5615,0.0362,0,278.3454,-0.243,-0.2878,-4.6684,75.1178,0.0,18.5331,0.054,-0.2949,0.0025,4.9264,13.9628,-5.2067,305.458,2.442500000000001
308,CCCC(C)C,36.7,15.1445,-11.363,3.7815,8.9668,-9.555,0.0687,0,281.886,-0.2489,-0.2955,-4.6707,75.1094,0.0,18.5218,0.054,-0.2941,0.0025,4.929,13.9234,-5.1238,305.757,2.442500000000001
309,CCCCCCC,36.0,15.3145,-11.257,4.0575,8.7229,-9.0754,0.0417,0,320.5494,-0.3562,-0.3226,-4.8084,86.8101,0.0,17.7982,0.0562,-0.1763,0.0013,4.8791,13.1631,-4.2932,298.9915,2.976700000000002
310,CCCCCC,30.4,15.3965,-11.3013,4.0953,8.8976,-9.4394,0.0214,0,290.3582,-0.2616,-0.2936,-4.709,75.1485,0.0,18.337,0.0546,-0.2709,0.0025,4.9353,13.6559,-4.9296,305.0425,2.5866
311,CCCCC,24.6,15.4945,-11.3285,4.1659,9.1299,-9.8046,0.0342,0,261.7392,-0.1747,-0.2677,-4.6256,63.4859,0.0,18.9345,0.0528,-0.3373,0.0033,4.9033,14.2527,-5.61,311.9475,2.1965
312,CCCC(C)C(CC)CC,67.6,14.7815,-11.2184,3.5631,8.3415,-8.7079,0.0561,0,377.9901,-0.5628000000000001,-0.3899,-4.7776,121.715,0.0,17.0494,0.0587,-0.1832,0.001,5.1237,12.5142,-3.6249,286.659,3.858800000000003
313,CCCCCC(CCC)C(CCCC)CCCC,121.8,14.5387,-11.1931,3.3456,7.8489,-8.0502,0.0641,0,594.6134,-1.2136,-0.5921000000000001,-4.8386,215.0063,0.0,15.8991,0.0629,-0.1006,0.0004,5.2981,11.0637,-2.0113,277.4053,6.9796000000000085
314,CCCCCCC(CCCC)C(CCCCC)CCCCC,133.1,14.3999,-11.2039,3.1959,7.6608,-7.8072,0.0848,0,700.1463,-1.5307,-0.6836,-4.8459,261.6662,0.0,15.4681,0.0647,-0.0732,0.0002,5.3741,10.5623,-1.4414,275.0208,8.540000000000004
315,Nc1ccccc1,84.569,10.6817,-8.5517,2.13,7.9854,-2.3266,1.7586,0,253.8115,-4.1849,-1.8534,-7.6967,76.8698,0.0513,10.312,0.097,2.8294,0.3882,1.7633,14.2826,1.1157,99.9808,1.2688
316,CCCCCCN,26.631,13.5544,-9.5971,3.9572,8.241,-8.6834,1.6566,0,312.0685,-2.853,-1.416,-4.3208,84.2052,0.0,16.9244,0.0591,-0.2212,0.0017,5.267,13.1075,-3.8802,269.6626,1.525399999999999
317,c1ccncc1,34.632,11.2835,-10.1043,1.1792,8.7647,-1.4469,2.6344000000000003,0,226.6015,-2.8342,-0.3405,-8.406,63.2848,0.109,10.2116,0.0979,3.6589,0.6555000000000001,1.3232,15.3473,1.588,86.9278,1.0816
318,C1CCNCC1,23.056,13.019,-9.138,3.881,8.114,-9.361,1.5679,0,249.3527,-1.5633,-0.636,-3.9961,67.6805,0.0,17.4751,0.0572,-0.6235,0.0112,6.2322,14.1575,-5.1471,263.5184,0.7599
319,C1COCCN1,8.768,13.3267,-9.0403,4.2863,8.2208,-8.5514,1.5901,0,239.3125,-3.118,-0.9847,-4.5522,60.9364,0.0,16.7722,0.0596,-0.1653,0.0009,5.1728,14.4463,-4.8572,246.2811,-0.3938
320,C1CCNC1,13.843,13.3848,-9.4691,3.9157,8.7004,-9.0829,1.6395,0,228.7505,-1.7423000000000002,-0.708,-4.3197,55.9277,0.0,17.7833,0.0563,-0.1913,0.0011,4.9154,14.8629,-5.4529,266.3871,0.369799999999999
321,CC(C)NC(C)C,32.007,12.7687,-9.0588,3.71,7.9812,-8.5217,1.3086,0,300.973,-1.1859,-0.6492,-4.2414,84.313,0.0,16.5029,0.0606,-0.2703,0.0022,5.5513,13.7007,-4.2159,244.7199,1.392799999999999
322,CC(C)(C)N,21.097,13.0966,-9.5018,3.5948,8.7555,-9.2061,1.5815,0,243.2003,-2.1791,-1.221,-4.2426,60.6849,0.0,17.9616,0.0557,-0.2253,0.0014,4.9368,15.0198,-5.3192,268.1996,0.7436
323,CCCCN,15.042,13.6011,-9.5405,4.0606,8.61,-9.2248,1.6599,0,253.1279,-2.7031,-1.3697,-4.26,60.8737,0.0,17.8348,0.0561,-0.3074,0.0029,5.1798,14.2974,-5.162,271.2236,0.7452000000000001
324,CC(C)CN,23.365,13.1922,-9.4731,3.7192,8.6348,-9.347,1.6728,0,245.9009,-2.5384,-1.2684,-4.2101,60.845,0.0,17.9818,0.0556,-0.3561,0.0036,5.2487,14.5731,-5.3424,270.4188,0.6011000000000001
325,CCC(C)N,18.558,13.4684,-9.5823,3.8861,8.676,-9.2829,1.6071,0,247.9007,-2.3112,-1.2756,-4.2474,60.792,0.0,17.9588,0.0557,-0.3034,0.0026,5.1244,14.5904,-5.366,269.9972,0.7436
326,CNC(C)C,18.105,13.0297,-9.0825,3.9472,8.3097,-9.1709,1.3849,0,248.6172,-1.4343,-0.687,-4.134,61.1274,0.0,17.4806,0.0572,-0.4307,0.0053,5.6323,14.5191,-5.4348,257.0656,0.6141999999999991
327,Cc1ccccn1,64.971,11.1397,-9.8527,1.287,8.4944,-1.543,2.379,0,257.0616,-2.8692,-0.528,-8.2277,74.763,0.1032,10.0374,0.0996,3.4757,0.6018,1.4011,14.5641,1.7249,88.6632,1.39002
328,Cc1cccnc1,66.056,11.0792,-9.8665,1.2127,8.4941,-1.4979,2.8533,0,255.5315,-3.301,-0.4685,-8.2672,74.803,0.1063,9.992,0.1001,3.4981,0.6123000000000001,1.3896,14.526,1.7567,87.4281,1.39002
329,Cc1ccncc1,65.652,11.3547,-10.0869,1.2678,8.5652,-1.4931,3.1492,0,255.5915,-3.4741,-0.4911,-8.2513,74.7947,0.1014,10.0583,0.0994,3.5361,0.6216,1.3737,14.7645,1.7905000000000002,89.6572,1.39002
330,Cc1ccccc1N,114.426,10.628,-8.4387,2.1893,7.7351,-2.3253,1.8762,0,276.9715,-4.0122,-1.6034000000000002,-7.5811,88.4126,0.0525,10.0604,0.0994,2.7049000000000003,0.3636,1.846,13.5708,1.3198,99.232,1.57722
331,Cc1cccc(N)c1,119.647,10.698,-8.5284,2.1696,7.7702,-2.3355,1.5811000000000002,0,282.7414,-4.2603,-1.9387,-7.585,88.4061,0.0511,10.1057,0.099,2.7173,0.3653,1.8376,13.53,1.3131,100.0922,1.5772199999999992
332,CC1CCCCN1,27.311,13.0729,-9.0292,4.0437,7.9595,-9.0241,1.5027,0,275.7384,-1.4419,-0.6298,-4.0622,79.2659,0.0,16.9837,0.0589,-0.5323,0.0084,6.1612,13.6766,-4.6111,257.8107,1.1484
333,CC1CCCNC1,33.626,13.0488,-9.1032,3.9456,7.9709,-9.0563,1.5724,0,274.1364,-1.6457000000000002,-0.6759000000000001,-4.0403,79.2878,0.0,17.0272,0.0588,-0.5427000000000001,0.0087,6.1758,13.6513,-4.6131,260.2419,1.0059
334,CCCNCCC,22.455,13.1757,-9.1891,3.9866,8.0484,-8.6929,1.3462,0,313.4047,-1.3455,-0.6705,-4.2304,84.5216,0.0,16.7413,0.0598,-0.3223,0.0036,5.6219,13.1905,-4.2331,252.7547,1.396
335,CC(C)(C)CCN,40.791,13.0955,-9.5714,3.5241,8.3265,-8.7553,1.6164,0,292.3139,-2.846,-1.4421,-4.3633,84.0714,0.0,17.0818,0.0585,-0.2144,0.0015,5.1954,13.6416,-4.2905,264.2549,1.3813
336,C1=CCNCC1,32.927,11.9333,-9.2662,2.6671,8.1252,-3.3311,1.4783,0,243.6563,-1.7948,-0.7137,-7.4441,66.8762,0.0291,11.4563,0.0873,2.397,0.2508,2.0696,14.1332,-1.1255,119.4534,0.5359
337,C#CCN,25.354,13.3374,-9.9962,3.3412,9.274,-4.848,1.2666,0,210.9746,-3.5485,-1.7565,-7.2287,43.7485,0.0059,14.122,0.0708,2.2129,0.1734,2.1408,16.3453,-3.019,154.0423,-0.421699999999999
338,C=CCN(C)C,34.61,11.2329,-8.8389,2.3939,7.9998,-3.3176,1.0421,0,267.5247,-1.14,-0.3502,-7.4742,72.3838,0.039,11.3174,0.0884,2.341,0.2423,2.1174,13.8568,-1.1973,120.6146,0.734
339,C=CCN,30.791,12.3317,-9.6626,2.6691000000000003,8.938,-3.3768,1.4853,0,215.2899,-2.8411,-1.4107,-7.7929,48.45,0.0229,12.3148,0.0812,2.7806,0.3141,1.7937,15.5452,-1.6502,123.6234,0.1311
340,NC=O,-3.102,12.7304,-9.6803,3.0501,10.5078,-3.4799,4.1181,0,170.2181,-11.2174,-4.2374,-8.4903,27.7182,0.0111,13.9877,0.0715,3.5139,0.4414,1.4229,18.7605,-3.0974,131.5096,-0.8985000000000001
341,CCNC=O,4.309,12.6923,-9.7847,2.9076,9.4871,-3.4001,4.2959,0,232.8188,-8.1947,-2.0555,-8.2945,51.0594,0.013,12.8872,0.0776,3.0435,0.3594,1.6415000000000002,15.5199,-2.3036,129.3828,-0.247699999999999
342,CCCCCNC=O,19.138,12.6516,-9.8229,2.8287,8.743,-3.37,4.2138,0,316.6438,-8.1096,-1.9478,-8.2701,86.0449,0.0146,12.113,0.0826,2.6865,0.2979,1.8545,13.4582,-1.5729000000000002,128.9726,0.9225999999999992
343,O=CNCCc1ccccc1,216.783,11.2555,-9.7929,1.4627,8.4713,-1.1366,4.188,0,342.0105,-7.8001,-1.6738,-8.571,113.6828,0.0502,9.6079,0.1041,3.6674,0.6999000000000001,1.3042,13.2814,3.5806,107.873,0.9750999999999992
344,c1ccc2ncccc2c1,214.599,9.1523,-9.2523,-0.1,8.1882,-0.0914,2.5017,0,293.5024,-3.1679,-0.4283,-8.7044,103.2189,0.2396,8.2796,0.1208,4.0484,0.9898,1.1059,13.6508,4.1466,67.5638,2.2348
345,CCCCNCCCC,31.274,13.1488,-9.257,3.8918,7.8352,-8.4991,1.293,0,372.1717,-1.4325,-0.6949000000000001,-4.2522,107.8587,0.0,16.3343,0.0612,-0.3319,0.0042,5.821,12.3389,-3.4766,252.5674,2.176199999999999
346,CCCCN(CCCC)CCCC,53.383,12.3036,-8.7623,3.5412,7.3758,-7.8768,0.8532000000000001,0,460.3945,-1.2132,-0.4992,-4.3238,154.7382,0.0001,15.2526,0.0656,-0.2505,0.0024,6.0191,11.6996,-2.7276,231.0107,3.688700000000002
347,CN(C)C=O,6.55,12.6268,-9.5758,3.051,9.2545,-3.3714,4.4992,0,228.0893,-7.8896,-1.3419,-8.1987,51.2148,0.0143,12.6259,0.0792,2.9416,0.3427,1.6977,15.5729,-2.2229,128.0166,-0.2956
348,CC(=O)N(C)C,9.689,12.3991,-9.347,3.0521,8.8615,-3.3467,4.4773,0,252.3795,-8.4797,-1.4708,-7.9213,62.5191,0.015,12.2082,0.0819,2.7574,0.3114,1.8086,14.8845,-1.5328,127.0732,0.0945
349,Cc1ccc2ccccc2n1,311.187,9.1524,-9.1397,0.0127,7.9783,-0.2032,2.2953,0,324.0424,-3.2068,-0.6261,-8.5455,114.6953,0.2295,8.1815,0.1222,3.8876,0.9236,1.1622,13.2107,4.1621,69.0592,2.54322
350,CCCCNc1ccccc1,124.486,10.3188,-8.2665,2.0523,7.3696,-2.3269,1.8183,0,365.6167,-2.5364,-0.7222000000000001,-7.5111,123.7178,0.0619,9.6965,0.1031,2.5214,0.3278,1.9824,12.2635,1.3155,96.9083,2.898600000000001
351,CCCCC(CC)CO[N+](=O)[O-],39.156,12.8747,-11.4945,1.3802,9.0139,-0.7621,3.381,0,399.7539,-3.9224,-1.5242,-9.9489,117.6409,0.1024,9.7759,0.1023,4.1259,0.8707,1.1325,13.1257,0.5556,110.825,2.4111
352,CCCCON=O,11.209,11.6486,-10.7192,0.9294,9.2697,-0.6299,2.815,0,275.9917,-4.385,-0.9766,-9.776,65.8365,0.3032,9.8996,0.101,4.3199,0.9426,1.0721,14.5846,-0.3571,54.6883,1.4845000000000002
353,CC(C)(C)ON=O,11.193,11.6861,-10.6075,1.0786,9.3231,-0.7735000000000001,3.205,0,270.0878,-4.5245,-1.0719,-9.6045,65.5825,0.3155,10.0966,0.099,4.2748,0.905,1.0921,15.1238,-0.5464,52.8067,1.4829
354,CC(C)O[N+](=O)[O-],1.053,13.2046,-11.7399,1.4647,10.5379,-0.7993,3.5539,0,261.3364,-4.1096,-1.6512,-10.3951,59.2793,0.0418,11.3372,0.0882,4.8693,1.0457,0.9552,16.1304,0.185,113.7385,0.6031000000000001
355,Cn1ccc2ccccc21,220.118,9.6815,-8.1652,1.5163,7.6122,-1.5767,2.7299,0,305.3626,-2.6436,-0.422,-7.881,106.246,0.0752,9.1889,0.1088,3.0177,0.4955,1.6264,13.0557,2.5515,85.6766,2.1783
356,c1ccc2c(c1)CCN2,176.053,10.0785,-8.1258,1.9527,7.3799,-2.2461,1.8346,0,289.3166,-2.7056,-0.9562,-7.5072,95.1563,0.0663,9.626,0.1039,2.5668,0.3422,1.9459,12.9089,1.4523,95.2309,1.654599999999999
357,N=C(c1ccccc1)c1ccccc1,447.571,9.6132,-9.5271,0.0861,8.0209,0.0171,2.7155,0,380.7427,-4.469,-1.0015,-8.6848,148.212,0.2118,8.0038,0.1249,4.019,1.009,1.1043,12.6234,4.9395,73.0422,3.102770000000001
358,C1CN=C2CCCN2C1,27.892,10.3967,-7.55,2.8466,7.649,-3.587,3.7232,0,300.1114,-4.5289,-0.6135,-7.1103,92.2481,0.024,11.236,0.089,2.031,0.1836,2.3982,13.1621,-0.8982,117.465,0.8844000000000001
359,c1ccc2c(c1)CCCN2,155.064,10.1032,-8.0622,2.041,7.346,-2.2931,1.9045,0,309.1365,-2.5909,-0.845,-7.4515,106.8823,0.0639,9.6391,0.1037,2.5265,0.3311,1.9779,12.849,1.4776,96.2354,2.044699999999999
360,CC#N,1.029,14.8067,-11.0935,3.7132,11.2745,-4.0998,3.9193,0,176.1204,-7.6259,-1.0697,-8.5556,29.4351,0.0051,15.3743,0.065,3.5873,0.4185,1.3921,19.1797,-3.771,156.5155,0.52988
361,C=CC#N,12.856,10.7675,-10.159,0.6085,10.5918,-1.0162,3.8601,0,199.201,-6.6561,-0.7314,-9.6586,40.5135,0.0481,11.608,0.0861,4.7878,0.9874,0.9815,17.5691,1.0299,98.9579,0.695979999999999
362,c1ccnnc1,15.439,10.3237,-9.8012,0.5225000000000001,8.5547,-0.7633000000000001,4.8579,0,219.7009,-5.6056,-0.4444,-8.6618,58.8253,0.3115,9.318,0.1073,3.8957,0.8144,1.2022,15.5913,2.0121,60.209,0.476599999999999
363,CC(=O)n1ccc2ccccc21,187.078,9.4624,-8.8512,0.6112000000000001,8.2321,-0.3061,3.2302,0,333.0645,-6.1457,-1.2159,-8.7932,119.2382,0.1294,8.5382,0.1171,3.963,0.9197,1.1483,13.3358,4.2022,79.8805,2.3014
364,C1CNC1,6.102,13.658,-9.2705,4.3874,8.4828,-8.3502,1.6599,0,206.6003,-1.7706,-0.7189,-4.811,44.2599,0.0001,16.833,0.0594,0.0662,0.0001,4.6063,15.0303,-5.5778,233.0982,-0.0203
365,CC(C)(C)C(=N)C(C)(C)C,62.299,11.766,-9.8865,1.8795,7.9545,-2.6539,2.591,0,333.2908,-2.9907,-0.8585,-7.8486,115.9847,0.0524,10.6084,0.0943,2.6503,0.3311,1.8866,12.9514,-0.384,101.2673,3.098370000000002
366,CCC(=O)NC,7.023,12.8728,-9.8433,3.0295,9.006,-3.419,4.1739,0,260.8994,-8.543800000000001,-1.9508,-7.9983,62.4503,0.0126,12.425,0.0805,2.7935,0.314,1.7849,14.582,-1.7611,129.9898,0.142399999999999
367,C1CCC2=NCCCN2CC1,45.913,10.1659,-7.5523,2.6136,7.4568,-3.483,3.6993,0,335.4081,-4.194,-0.5491,-7.0459,115.5922,0.0277,10.9398,0.0914,1.9869,0.1805,2.4535,12.6034,-0.556,114.5161,1.6646
368,O=[N+]([O-])c1ccccc1,98.946,10.1088,-10.6634,-0.5546,9.9993,0.8823000000000001,4.7247,0,273.7683,-7.378,-1.616,-10.3712,81.7733,0.178,9.117,0.1097,5.4408,1.6235,0.7649,15.4465,4.6321,74.6082,1.5948
369,c1cc[nH]c1,22.915,12.1736,-8.8486,3.325,8.8058,-3.6192,2.1302,0,211.2416,-3.19,-1.2138,-7.3741,54.5101,0.013,12.425,0.0805,2.5933,0.2706,1.9124,16.2788,-1.1294,120.0206,1.0147
370,NCc1ccccc1,196.821,11.3396,-9.5927,1.747,8.367,-1.8318,1.53,0,282.4174,-3.1685,-1.3734,-8.0428,88.4971,0.0597,10.1989,0.0981,3.2676,0.5236000000000001,1.5072,13.9158,1.7286,106.2331,1.1453
371,CCCCC#N,21.658,14.1605,-11.1886,2.972,9.5228,-3.8553,3.9022,0,264.9342,-6.6172,-0.7335,-8.4956,64.446,0.0075,13.3781,0.0747,2.8338,0.3001,1.7525,14.8438,-2.4036,150.8116,1.70018
372,CNCc1ccccc1,193.046,10.9087,-9.2126,1.6962000000000002,7.9822,-1.8647,1.3912,0,307.2657,-2.0924,-0.7151000000000001,-7.8387,100.4964,0.0746,9.8469,0.1016,3.0588,0.4752,1.6157,13.2699,1.7461,105.4982,1.406
373,CCNc1ccccc1,110.812,10.3432,-8.2729,2.0702,7.5107,-2.3317,1.8151,0,309.5466,-2.5485,-0.7665000000000001,-7.5354,100.3876,0.0604,9.8424,0.1016,2.5895,0.3407,1.9297,13.1119,1.2645,97.2948,2.1184
374,CNc1ccccc1,104.171,10.2843,-8.1885,2.0958,7.5749,-2.3475,1.8638,0,282.1619,-2.7482,-0.8487,-7.5446,88.7902,0.0597,9.9224,0.1008,2.6137,0.3442,1.9117,13.3647,1.2007,97.5632,1.7283
375,CCC#N,11.405,14.2135,-11.1338,3.0797,10.3574,-3.9153,3.9103,0,208.7902,-6.7646,-0.781,-8.549900000000001,41.134,0.0061,14.2727,0.0701,3.221,0.3635,1.5482,16.853,-3.0445,151.7057,0.91998
376,CC(N)c1ccccc1,143.88,11.3932,-9.6176,1.7756,8.2236,-1.8791,1.4897,0,306.6244,-2.9204,-1.3366,-7.9653,100.1229,0.0604,10.1027,0.099,3.1723,0.4983,1.5563,13.5064,1.7356,106.62,1.7063
377,CCCC#N,15.775,14.2166,-11.161,3.0556,9.8693,-3.8711,3.9218,0,236.9644,-6.6228,-0.7359,-8.5176,52.7863,0.0067,13.7405,0.0728,2.9991000000000003,0.3273,1.6596000000000002,15.678,-2.7266,151.1515,1.31008
378,C1CCOC1,20.1,14.3743,-10.0283,4.346,9.001,-8.634,1.8735,0,224.4994,-1.9285,-0.5034000000000001,-4.9987,51.5353,0.0,17.635,0.0567,0.1835,0.001,4.1811,15.1475,-5.3475,259.6545,0.7968000000000001
379,CC(O)COC(C)(C)C,44.0,13.8093,-10.2813,3.5281,8.6113,-7.5136,2.6511,0,331.3562,-5.4738,-2.9858,-5.4193,96.0923,0.0,16.1249,0.062,0.5489,0.0094,3.8436,13.5531,-3.0591,248.0688,1.1823
380,CCCOC(=O)OCCC,34.5,15.2031,-11.38,3.8231,9.0932,-3.3757,0.6654,0,357.6832,-5.9434000000000005,-1.4944,-8.6961,97.9354,0.0064,12.4689,0.0802,2.8588,0.3277,1.7458,13.3034,-1.7559,156.0354,1.9596
381,COC(C)(C)CCO,33.2,13.8148,-10.2123,3.6026,8.6102,-7.6772,3.0901,0,295.1615,-4.8472,-2.2015,-5.3883,84.5845,0.0,16.2874,0.0614,0.4665,0.0067,3.9543,13.8123,-3.4564,250.3522,0.7938000000000001
382,CCCCOCC(C)O,31.7,14.0215,-10.231,3.7906,8.5837,-7.7814,2.4131,0,348.1015,-5.4767,-3.08,-5.3754,96.3768,0.0,16.3651,0.0611,0.4011,0.0051,4.0562,13.0615,-3.1773,257.5656,1.1839
383,CCOC(CC)OCC,27.3,14.1794,-10.2928,3.8867,8.5553,-7.8167,2.1655,0,343.3292,-4.2901,-0.9087,-5.26,96.8094,0.0,16.372,0.0611,0.3693,0.0043,4.1132,13.2189,-3.2708,256.5686,1.7955
384,CCCOCC(C)O,25.8,14.1934,-10.1725,4.021,8.6883,-7.8552,2.4176,0,321.5227,-5.7532,-3.2096,-5.3386,84.7014,0.0,16.5435,0.0605,0.4166,0.0057,3.9976,13.435,-3.443,257.1926,0.7938000000000001
385,CC(C)OCCO,25.5,14.0789,-10.2314,3.8475,8.8751,-7.8133,2.468,0,290.2612,-5.588,-3.2396,-5.4116,73.0463,0.0,16.6884,0.0599,0.5309,0.0085,3.7736,14.1399,-3.6416,254.7931,0.4037
386,CCCCOCCO,25.3,13.9975,-10.1789,3.8186,8.6743,-7.8792,2.4057,0,322.1069,-5.3714,-3.0834,-5.3788,84.8385,0.0,16.5534,0.0604,0.3976,0.0052,4.0267,13.3146,-3.4219,258.7101,0.7953999999999991
387,CCOC(C)OCC,22.4,14.3257,-10.3432,3.9825,8.7517,-7.9089,2.2628,0,317.0186,-4.217,-0.992,-5.2769,85.0937,0.0,16.6606,0.06,0.4214,0.0054,3.9621,13.7361,-3.4856,259.4048,1.4054
388,CCOCCOCC,20.4,14.1134,-10.0678,4.0456,8.4701,-7.9314,1.5812,0,325.2744,-3.4387,-0.8458,-5.1488,85.0879,0.0,16.4015,0.061,0.2693,0.0033,4.3063,13.3368,-3.3448,257.6076,1.0594
389,CCC(O)COC,19.8,14.2663,-10.1438,4.1225,8.8605,-8.1211,2.2956,0,289.5373,-5.7825,-3.2793,-5.2797,73.0986,0.0,16.9816,0.0589,0.3697,0.0044,3.9921,13.9037,-3.9392,263.8166,0.4037
390,COCC(C)OC,18.6,14.1938,-9.9817,4.2121,8.5558,-8.0314,1.6118,0,288.7654,-3.3573,-0.8337,-5.1355,73.4563,0.0,16.5872,0.0603,0.2622,0.0028,4.2778,13.8508,-3.8302,255.8263,0.6677000000000001
391,CCOCOCC,18.5,14.8614,-10.5324,4.329,8.9433,-8.4088,0.3513,0,291.4059,-3.2867,-0.8232,-5.1515,73.479,0.0,17.3522,0.0576,0.2673,0.0021,4.0913,13.9615,-4.0795,275.2125,1.0169
392,COCCCO,17.9,14.1519,-10.177,3.9749,8.9595,-8.3042,2.8105,0,257.5284,-4.8665,-2.4143,-5.2405,61.5202,0.0,17.2637,0.0579,0.3277,0.0032,4.0043,14.4996,-4.3377,266.4809,0.0152
393,COCC(C)O,16.4,14.2326,-10.127,4.1056,9.0503,-8.2719,2.0017,0,261.6469,-5.7068,-3.2803,-5.2839,61.4032,0.0,17.3221,0.0577,0.3892,0.0045,3.8915,14.6529,-4.4311,263.8466,0.0136
394,COC(C)(C)OC,16.4,14.7577,-10.5237,4.234,8.9968,-8.2978,0.0124,0,277.6014,-3.6436,-0.9021,-5.2047,73.2147,0.0,17.2946,0.0578,0.3495,0.0035,3.9598,14.449,-4.2544,268.1908,1.015299999999999
395,COCCOCCOC,16.1,13.8236,-9.9265,3.897,8.268,-7.2495,1.5655,0,340.7601,-4.2999,-1.0556,-5.4873,90.1795,0.0,15.5176,0.0645,0.5092,0.0089,4.0332,12.8618,-2.4765,243.5816,0.2958
396,CCOCCO,15.7,14.3195,-10.2177,4.1018,9.0727,-8.161200000000001,2.4463,0,265.8493,-5.6786,-3.4137,-5.3546,61.4801,0.0,17.2338,0.058,0.4558,0.0061,3.7975,14.5508,-4.2318,262.4305,0.0152
397,CCOC(=O)OCC,15.3,15.4223,-11.3558,4.0665,9.6246,-3.3922,0.5723,0,301.2064,-6.0825,-1.6634,-8.7672,74.6206,0.0049,13.0169,0.0769,3.1162,0.373,1.6039,14.3828,-2.103,157.0312,1.1794
398,COCCOCCO,15.0,13.9423,-10.0898,3.8525,8.6537,-7.3477,2.2267,0,311.5272,-6.7263,-3.5087,-5.6236,78.2107,0.0,16.0014,0.0625,0.653,0.0138,3.698,13.5268,-2.8554,249.5297,-0.3583
399,COC(OC)C(C)=O,14.8,11.3713,-9.8926,1.4786,8.8493,-1.631,2.3351,0,294.0498,-5.9705,-1.7988,-8.9987,74.9983,0.0714,10.4803,0.0954,3.6091,0.6215,1.3505,14.2439,0.1608,91.0827,0.194299999999999
400,COC(OC)(OC)OC,14.8,15.7468,-10.9327,4.8141,9.152,-7.9242,0.0004,0,311.4371,-9.1513,-1.7216,-5.555,83.5302,0.0,17.0761,0.0586,0.6139,0.0111,3.5812,14.0568,-3.5952,274.2399,0.1833
401,COC(C)OC,14.2,14.4968,-10.1691,4.3277,9.1423,-8.3882,2.1008,0,263.0298,-3.9848,-0.9463,-5.2262,61.9192,0.0,17.5305,0.057,0.3771,0.0041,3.8691,14.7873,-4.5068,268.8334,0.6252
402,CC(O)CO,13.7,14.7595,-10.6978,4.0617,9.4801,-8.7132,2.4526,0,229.0039,-8.9296,-6.0283,-5.1895,49.3629,0.0,18.1933,0.055,0.3835,0.0041,3.7405,15.6732,-5.1394,275.6003,-0.6405000000000001
403,COC(OC)OC,12.8,14.9612,-10.4408,4.5204,9.2772,-8.1691,1.2554,0,276.9795,-5.7827,-1.2919,-5.4869,67.0242,0.0,17.4463,0.0573,0.5541,0.0088,3.61,14.5528,-4.1062,274.3805,0.2092
404,COC(C)(OC)OC,12.7,14.8726,-10.4653,4.4073,8.908,-8.0887,1.4223,0,293.3596,-6.2975,-1.2643,-5.3103,78.3468,0.0,16.9967,0.0588,0.4097,0.0051,3.9169,14.1133,-3.9071,266.21,0.5992999999999991
405,COCCOC,11.8,14.1223,-9.9292,4.1931,8.7116,-8.231,1.4103,0,264.1124,-3.0989,-0.794,-5.1448,61.8874,0.0,16.9426,0.0591,0.2403,0.0028,4.2409,14.2334,-4.276,259.086,0.2792
406,COCOC,10.9,15.1918,-10.5449,4.6469000000000005,9.4815,-8.9409,0.2867,0,234.211,-2.9221,-0.7985,-5.1509,50.2831,0.0,18.4224,0.0543,0.2702,0.002,3.8745,15.4097,-5.364,285.6265,0.2367
407,COC(=O)OC,10.5,15.5661,-11.4019,4.1642,10.32,-3.3306,0.6251,0,243.3281,-5.9337,-1.8985,-8.948,51.5118,0.0041,13.6506,0.0733,3.4947,0.4473,1.4305,16.0818,-2.4895,158.1295,0.3992
408,COC(=O)[C@H](C)O,9.6,13.2574,-10.7257,2.5317,9.6725,-2.2988,2.9067,0,267.726,-7.6007,-4.0049,-8.9906,62.777,0.0212,11.9713,0.0836,3.6869,0.5678000000000001,1.3417,15.3399,-0.8608,123.3915,-0.4598
