Name,YSI,HOMO,IP,Dipole module,G of H-bonds H2O,Total FOD,ALogP,AATS0m,AATS4e,AATS5e,AATS6e,AATS5p,AATS8p,AATS4i,AATS7i,AATS3s,AATS5s,ATSC4c,ATSC5c,ATSC6c,ATSC1m,ATSC1v,ATSC3e,ATSC4p,ATSC6p,ATSC3i,ATSC5i,ATSC7i,ATSC8i,ATSC1s,ATSC2s,ATSC3s,ATSC4s,ATSC5s,ATSC7s,AATSC3c,AATSC4c,AATSC6c,AATSC1e,AATSC3e,AATSC4e,AATSC0i,AATSC7i,AATSC0s,AATSC3s,AATSC4s,AATSC5s,AATSC7s,AATSC8s,MATS1c,MATS2c,MATS4c,MATS5c,MATS6c,MATS3v,MATS1e,MATS7e,MATS8e,MATS1p,MATS6p,MATS8i,MATS1s,MATS2s,MATS3s,MATS5s,GATS1c,GATS2c,GATS3c,GATS4c,GATS5c,GATS6c,GATS7c,GATS8c,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS1e,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,VE2_DzZ,VE3_DzZ,VE2_Dzp,VR1_Dzp,VR3_Dzp,VE2_Dzs,VE3_Dzs,VR2_Dzs,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,nBondsD,SpMax1_Bhm,SpMin6_Bhm,SpMin7_Bhm,SpMin8_Bhm,SpMin7_Bhp,SpMin4_Bhi,SpMin6_Bhi,SpMin7_Bhi,SpMax2_Bhs,SpMax3_Bhs,SpMin1_Bhs,SpMin5_Bhs,SpMin6_Bhs,SpMin8_Bhs,C1SP2,C3SP2,C1SP3,SCH-7,SC-5,VPC-5,ASP-2,ASP-3,ASP-4,ASP-5,ASP-6,ASP-7,AVP-3,AVP-4,AVP-5,AVP-6,VE2_Dt,VR2_Dt,VR3_Dt,nHAvin,nsCH3,SHCsats,SHCsatu,SssCH2,SaasC,minwHBa,minHother,mindssC,minaasC,minssssC,maxHBa,maxwHBa,maxHCsats,maxsCH3,maxssCH2,maxdsCH,maxsssCH,hmax,hmin,gmin,ETA_Shape_Y,ETA_BetaP_s,ETA_BetaP_ns_d,ETA_EtaP_F_L,ETA_Eta_B_RC,IC1,BIC2,MIC0,MIC5,nAtomLC,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-22,MDEC-33,MLFER_BH,MLFER_S,TPC,piPC7,R_TpiPCTPC,PetitjeanNumber,nFRing,nF12Ring,n6HeteroRing,RotBtFrac,LipinskiFailures,GGI2,GGI3,GGI4,GGI5,GGI7,GGI8,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI10,VE2_D,VE3_D,VR2_D,TWC,SRW9,WTPT-2,WTPT-3,WPATH,Set
M268,43.9,-9.3144,8.5735,1.2642,-0.804,0.0208,0.0561,80.62870995,7.469704462,7.517939,7.535752,0.957187786,0.444612905,160.9161407,167.9602631,2.565104167,2.145833333,-0.014430291,-0.02612362,-0.014179881,42.84119495,-99.95173562,-0.013718715,-1.65857544,-1.02916802,5.43651855,8.042116145,-4.996978141,4.430968892,-0.125730994,-2.519698369,-1.506540474,1.295398584,-0.84810711,0.236380425,0.002908145,-0.000555,-0.000834,-0.00138841,-0.000429,0.001597856,1.275671379,-0.333131876,0.602954755,-0.04707939,0.049823022,-0.035337796,0.015758695,0.3151739,-0.301149072,-0.229277622,-0.031982782,-0.062724415,-0.048066019,-0.04507375,-0.014016305,0.146981274,0.286715562,-0.251088401,-0.268606335,0.578906784,-0.010974987,-0.130591182,-0.078081132,-0.058607708,1.26516576,1.576140112,1.166267671,0.817081117,0.986856402,0.781038277,0.058419613,0.020365654,1.075874192,1.183129955,0.920488738,0.886431349,1.437200497,0.889697774,1.083792306,0.762342949,1.253170141,0.593526459,1.082657185,0.030658343,-1.158863276,0.03961077,38.41150532,3.283521329,0.031128843,-1.14515631,3.745704627,16.00072605,-0.404656219,0.169652252,4.743931286,0,3.799484513,0.2783043,0.030246634,0.083923071,0.114246891,0.517837114,0.631641163,0.748748525,3.412091498,2.825014249,1.567450665,0.491994286,0.139767991,0.552631579,1,0,3,0.072168784,0.0,0.146673305,0.329271098,0.221879154,0.149319782,0.112630946,0.082133213,0.06159991,0.093504199,0.049779998,0.032705547,0.019048026,0.016348516,5.047489396,3.434503993,0,1,0.895551304,0.0,1.323611111,0.885972222,0.885972222,0.535486111,0.0,0.885972222,0.0,5.08412037,1.898472222,0.529513889,1.96125,0.736805556,0.0,0.0,0.682638889,0.198680556,0.586805556,0.12,0.61111,0.0,0.2514,0.06815,2.858118463,0.831825706,12.32848411,27.72129837,4,2,0.0,1.420663597,0.25,4.114023332,0.0,0.369,0.638,71,2.883403089,2.499119718,0.5,0,0,0,0.444444444,0,0.444444444,0.222222222,0.125,0.08,0.0,0.0,0.111111111,0.044444444,0.037037037,0.025,0.02,0.027777778,0.0,0.019071475,-1.586103258,4.634473798,78.22667723,6.259581464,1.954726668,5.85739416,99,Training
M269,16.9,-10.1284,8.8827,2.5497,-3.1501,0.0,-1.2176,73.142191,7.402962667,7.456536,6.718464,0.550768101,0.0,172.0100701,0.0,2.429166667,2.3125,-0.063007804,-0.030390583,0.035797938,4.001371529,-23.64634941,0.165802685,-0.759634525,0.386803364,-2.237730983,4.364693801,0.0,0.0,-2.970588235,-7.530276817,4.78200692,-2.162341407,-6.79373318,0.0,0.003121063,-0.002333622,0.008949484,-0.009959723,0.004145067,-0.003065574,1.138211674,0.0,1.569011918,0.119550173,-0.080086719,-0.424608324,0.0,0.0,-0.371833389,-0.163418822,-0.105869412,-0.086170571,0.40601113,-0.148484831,-0.089984406,0.0,0.0,-0.096632486,0.480007352,0.0,-0.111369762,-0.149980474,0.07619456,-0.270621478,1.247654847,1.151434506,0.798874156,0.893675355,1.216029675,0.600821941,0.0,0.0,1.192108909,1.081262497,0.844729075,0.905855616,0.0,0.954048042,1.346818036,0.905087169,0.923687846,0.282573386,0.0,0.014502354,-1.601273882,0.017917736,33.0856656,2.449370088,0.002658533,-2.78884954,5.322942311,15.9977841,-0.39622633,0.102220784,4.022247107,0,3.609488204,0.370572798,0.083923071,0.083923071,0.399277246,0.141410521,0.488141044,1.207644823,3.824625277,2.765578573,1.553481195,0.024444423,0.419958621,0.681818182,0,0,2,0.102062073,0.0,0.251312295,0.319841343,0.228010571,0.157623474,0.12319982,0.102062073,0.0,0.136402825,0.087592143,0.054917163,0.026352314,0.01521565,3.390273668,2.216774557,0,0,2.336944444,0.0,3.187453704,0.0,0.0,0.0,0.0,0.0,0.0,8.441018519,0.0,0.561111111,0.0,1.116296296,0.0,0.152777778,0.696388889,0.166666667,0.152777778,0.1579,0.60714,0.0,0.11384,0.06815,2.173973135,0.769740666,12.49498498,24.06687542,2,0,0.0,0.0,0.0,3.301927249,0.0,0.72,0.678,46,0.0,1.0,0.5,0,0,0,0.285714286,0,0.444444444,0.222222222,0.125,0.0,0.0,0.0,0.142857143,0.055555556,0.055555556,0.0625,0.0,0.0,0.0,0.017762034,-1.459347326,5.106247612,72.18791141,6.259581464,1.940748052,5.383752169,43,Training
M271,41.5,-9.0042,8.7947,0.5508,-0.562,0.017,0.2854,81.94874917,6.984576,6.718464,0.0,0.444612905,0.0,163.7209158,0.0,2.519607843,1.0,0.008494702,0.00752673,0.0,20.61463667,-46.90292984,-0.649135111,-1.233900177,0.0,-0.17863661,5.675615081,0.0,0.0,-0.164351852,1.485146605,-6.17033179,-0.497685185,2.140046296,0.0,-0.002409097,0.000708,0.0,0.000101,-0.038184418,0.007633333,1.331976476,0.0,0.534529321,-0.362960694,-0.041473765,0.356674383,0.0,0.0,-0.42748368,0.052429694,0.052988802,0.093901454,0.0,-0.338358674,0.001252321,0.0,0.0,-0.175468383,0.0,0.0,-0.025622519,0.146232597,-0.679028594,0.667268134,1.341565857,1.100812295,1.638690161,0.081743008,0.024521211,0.0,0.0,0.0,0.851944842,1.60528963,1.052772564,0.0,0.0,0.849223989,1.094105271,0.885293303,1.254110394,0.0,0.0,0.034564921,-0.943893898,0.008504665,39.89819986,2.211798724,0.045406687,-0.780201857,5.211997245,16.00053994,-0.409351216,0.143233912,5.210489911,0,3.783532538,0.083923071,0.083923071,0.625528101,0.399277246,0.630990458,1.207644823,1.207644823,2.804858891,2.412617416,1.562757103,0.348871341,0.517241379,0.977414788,1,0,1,0.0,0.0,0.11785113,0.341375538,0.234835264,0.161419447,0.144337567,0.0,0.0,0.094776344,0.051526425,0.03928371,0.0,0.010805595,5.16269744,2.059931203,0,1,0.0,0.0,0.0,0.967592593,0.967592593,0.505555556,0.0,0.967592593,0.0,4.833333333,1.916666667,0.0,1.916666667,0.0,0.0,0.0,0.621875,0.347222222,0.967592593,0.17647,0.58333,0.0,0.30318,0.10616,2.625814584,0.783325582,11.5975153,24.11040952,0,0,0.0,1.144714243,1.0,2.381101578,0.0,0.158,0.453,35,0.0,2.6375,0.333333333,0,0,0,0.166666667,0,0.444444444,0.222222222,0.0,0.0,0.0,0.0,0.166666667,0.063492063,0.111111111,0.0,0.0,0.0,0.0,0.008854696,-1.761028728,7.305130415,68.27844578,6.224558429,1.929249695,2.891111036,26,Training
M273,53.8,-9.0905,8.4977,0.5157,-0.4795,0.0179,-0.1352,70.88763822,7.313908444,7.380078095,6.9313536,0.999296404,0.0,163.1786811,184.917652,1.95,2.071428571,0.016437048,-0.025957436,0.007237875,23.49419422,-50.83848966,-0.299282568,-0.316577532,-0.819528814,1.939148466,-1.420464557,4.948838715,0.0,0.733024691,1.098851166,-2.914180384,-0.377314815,-2.97813786,1.235082305,-0.000367,0.000609,0.000483,0.00177116,-0.008550931,-0.004085909,1.301236506,0.824806452,0.416066529,-0.083262297,-0.013974623,-0.141816089,0.205847051,0.0,-0.411241675,-0.022657993,0.064503888,-0.130968946,0.051126454,-0.018116998,0.0306714,0.244770016,0.0,-0.124643655,-0.23320569,0.0,0.097877601,0.085195057,-0.200117747,-0.340849548,1.395060181,1.114153917,1.176222128,0.87254099,1.245845137,0.14694078,0.042817422,0.0,1.006618008,1.053084633,1.003351032,1.267623329,0.911913408,0.856863309,1.219211873,0.851238022,0.956486562,0.944761499,0.0,0.042350547,-0.865865917,0.019000493,47.36005319,3.086223291,0.054308216,-0.666910576,3.863125897,16.00054048,-0.408840672,0.146075188,5.14786862,0,3.802451658,0.2780976,0.030356385,0.083923071,0.118110477,0.422725336,0.633683878,0.759366344,3.241305969,2.591767631,1.732262152,0.294306603,0.140264609,0.552631579,1,0,1,0.072168784,0.0,0.21030028,0.326573065,0.21716683,0.155207854,0.116153904,0.087115428,0.072168784,0.107650071,0.063748272,0.046657945,0.030354231,0.016552866,3.618241845,2.692343817,0,1,1.038055556,0.0,2.222731481,1.090277778,1.090277778,0.479930556,0.0,1.090277778,0.0,5.073888889,2.003472222,0.432638889,2.141388889,1.160231481,0.0,0.0,0.604930556,0.244722222,1.0625,0.13043,0.5625,0.0,0.21962,0.06815,2.702904337,0.819825271,10.53887812,25.00963598,3,3,0.0,1.732862108,0.333333333,4.745102806,0.0,0.158,0.453,58,2.409194828,2.552801724,0.4,0,0,0,0.375,0,0.444444444,0.222222222,0.125,0.08,0.0,0.0,0.125,0.049382716,0.044444444,0.03125,0.04,0.0,0.0,0.019956347,-1.467813191,4.848043786,75.35607734,6.259581464,1.948763183,2.973487254,67,Training
M274,58.6,-9.109,8.314,0.502,-0.4924,0.0184,-0.4232,67.72732081,7.232234111,7.254364,7.380078095,0.982448752,0.444612905,163.4660985,167.9602631,1.827651515,1.916666667,0.002318583,0.016219569,-0.02680703,24.31692495,-51.96293532,-0.260733315,-0.306052785,-0.431390522,1.878646501,0.630328048,-4.76777658,4.750330517,1.013227513,1.405013857,-2.472852104,-1.388321995,0.117535903,-0.746787604,-0.000333,6.44e-05,-0.001276525,0.00193542,-0.005925757,-0.002238906,1.290929959,-0.317851772,0.374653565,-0.056201184,-0.0385645,0.003917863,-0.04978584,0.17031998,-0.400320235,-0.027103502,0.007765895,0.065191274,-0.153922043,-0.01311998,0.038092389,0.058275071,0.23486123,-0.108909659,-0.088070126,0.613295669,0.128782784,0.101355895,-0.150008406,0.010457297,1.406628149,1.109678836,1.111090228,0.827119694,0.926413678,1.434201108,0.168862531,0.049140221,1.058325703,1.02218885,0.970081559,0.929446716,1.304725978,0.862925241,1.256320916,0.871590129,0.95323551,0.875002363,1.075520992,0.036826962,-0.993870413,0.018330846,41.81298526,3.359886249,0.046496542,-0.784037475,4.541466585,16.00054075,-0.408841043,0.146092302,5.137431041,0,3.804058923,0.571115924,0.278095704,0.030356386,0.017248032,0.698249947,0.288057092,0.633715404,3.335707824,2.826517717,1.776089249,0.496852494,0.21395089,0.421054693,1,0,1,0.072168784,0.0,0.193041382,0.329271098,0.221879154,0.149319782,0.112630946,0.082133213,0.06159991,0.123348255,0.067153242,0.051563982,0.032992149,0.016348516,5.047489396,3.434503993,0,1,1.292981859,0.0,3.553287037,1.108194444,1.108194444,0.472986111,0.0,1.108194444,0.0,5.135555556,2.023472222,0.432638889,2.183472222,1.236805556,0.0,0.0,0.599828515,0.216944444,1.086805556,0.11538,0.55556,0.0,0.19522,0.06815,2.616878732,0.789196512,10.17529927,25.43801997,4,4,0.0,1.873184798,0.25,6.409925916,0.0,0.158,0.453,71,2.883403089,2.499119718,0.5,0,0,0,0.444444444,0,0.444444444,0.222222222,0.125,0.08,0.0,0.0,0.111111111,0.044444444,0.037037037,0.025,0.02,0.027777778,0.0,0.019071475,-1.586103258,4.634473798,78.22667723,6.259581464,1.954726668,2.987216624,99,Training
M275,54.6,-8.8412,8.3608,0.8391,-0.6091,0.0197,0.9274,75.3120826,7.361928,6.718464,0.0,0.444612905,0.0,161.1046519,0.0,2.652173913,1.0,-0.023343448,0.017568369,0.0,22.3423712,-49.26426573,-0.49001872,-3.535209299,0.0,-6.066184536,15.70072909,0.0,0.0,-0.309259259,2.325308642,-3.677530864,-6.771481481,4.908888889,0.0,-0.00031,-0.000973,0.0,0.00130752,-0.021305162,-0.01533854,1.314527977,0.0,0.469876543,-0.159892646,-0.282145062,0.272716049,0.0,0.0,-0.443157463,0.012941709,-0.088644319,0.088952075,0.0,-0.369671906,0.019472721,0.0,0.0,-0.145722898,0.0,0.0,-0.043878087,0.197950604,-0.340286504,0.580399369,1.398098977,1.092778243,1.456612219,0.951031615,0.021234414,0.0,0.0,0.0,0.742501492,1.474654349,1.620304699,0.0,0.0,0.851911159,0.935508177,1.182796782,1.455611367,0.0,0.0,0.015884091,-1.537568964,0.005696713,50.26391264,2.742101164,0.018922324,-1.415051923,3.667309554,15.99491614,-0.364785467,0.163717131,5.516783131,0,3.826406553,0.083923071,0.083923071,0.083923071,0.399277246,0.273984318,1.167660785,1.207644823,2.8727756,2.823957444,1.668142046,0.166392774,0.529411765,0.529411765,1,1,2,0.11785113,0.166666667,0.346383044,0.320607936,0.229033641,0.147870808,0.11785113,0.11785113,0.0,0.111818466,0.049827235,0.034020691,0.034020691,9.52e-17,285716.338,10.15606544,0,2,0.0,0.0,0.0,2.236111111,1.013888889,0.489930556,0.0,1.013888889,0.0,4.96412037,1.953703704,0.0,2.02662037,0.0,0.0,0.0,0.60625,0.243055556,1.013888889,0.3,0.57143,0.0,0.26789,0.19548,2.606238929,0.695739571,10.99874005,24.38013415,0,0,0.333333333,1.475575893,2.828427125,1.0,1.0,0.154,0.429,47,0.0,2.664893617,0.333333333,0,0,0,0.285714286,0,1.111111111,0.444444444,0.0,0.0,0.0,0.0,0.214285714,0.12345679,0.088888889,0.0,0.0,0.0,0.0,2.22e-16,-23.86842027,285716.4206,73.79818965,6.502790046,1.92198956,2.906584251,40,Training
M276,55.1,-8.6575,8.1819,0.0973,-0.7419,0.0198,0.7249,75.3120826,7.023721333,6.918048,6.718464,0.779078607,0.0,160.9531398,0.0,2.739130435,1.5,0.019996289,0.000192,0.006069445,22.3423712,-49.26426573,-0.99383472,-2.044165155,1.5150897,2.769430554,-2.63510014,0.0,0.0,-0.92037037,4.929012346,-9.542345679,-0.584074074,0.139259259,0.0,-0.003544689,0.000952,0.000674,0.00130752,-0.043210205,0.00312416,1.314527977,0.0,0.469876543,-0.414884595,-0.027813051,0.011604938,0.0,0.0,-0.52010094,0.220418299,0.089740985,0.001509434,0.063557557,-0.303904509,0.019472721,0.0,0.0,-0.145722898,0.715000097,0.0,-0.13058329,0.419600631,-0.882965112,0.024697846,1.470538473,0.960928396,2.435771796,0.093874785,0.077049268,0.0,0.0,0.0,0.694659989,1.782669563,1.09996668,0.82497501,0.0,0.851911159,1.092073564,0.843870257,1.293861607,0.970396205,0.0,2.55e-17,-25.38391733,2.22e-17,2000023.418,10.15606861,5.9e-17,-24.79559692,285717.088,16.00054021,-0.406360992,0.143871812,5.3666875,0,3.82425426,0.083923071,0.083923071,0.083923071,0.399277246,0.305553504,1.130458367,1.207644823,2.954522796,2.617701775,1.569510176,0.235984905,0.529411765,0.529411765,0,0,2,0.11785113,0.0,0.321975275,0.335932885,0.217444787,0.149162458,0.127614237,0.0,0.0,0.097191634,0.055668332,0.043883219,0.0,2.55e-17,285716.3909,10.15606557,0,2,0.0,0.0,0.0,1.967592593,0.983796296,0.489930556,0.0,0.983796296,0.0,5.083333333,1.953703704,0.0,1.9375,0.0,0.0,0.0,0.489930556,0.236111111,0.983796296,0.3,0.57143,0.0,0.26674,0.21232,2.339572262,0.566580748,10.99874005,19.04262746,0,0,0.25,1.632993162,2.309401077,1.0,0.5,0.154,0.429,47,0.0,2.644946809,0.5,0,0,0,0.285714286,0,0.666666667,0.569444444,0.0,0.0,0.0,0.0,0.285714286,0.074074074,0.142361111,0.0,0.0,0.0,0.0,6.51e-17,-24.72763908,285716.6677,73.46034778,6.502790046,1.921934272,2.895226194,41,Training
M277,24.942,-8.8875,8.4627,1.1569,-0.5097,0.0157,-0.4837,76.28371536,6.718464,0.0,0.0,0.0,0.0,184.917652,0.0,1.789473684,0.0,0.022837045,0.0,0.0,22.48869455,-51.16683256,-0.25530562,0.85319972,0.0,-4.12677418,0.0,0.0,0.0,0.75,-2.5,-2.75,1.5,0.0,0.0,-0.001073821,0.003806174,0.0,0.00012,-0.013437138,0.023270116,1.268133482,0.0,0.545454545,-0.144736842,0.25,0.0,0.0,0.0,-0.189898423,-0.18875551,0.273976868,0.0,0.0,-0.284939386,0.001366171,0.0,0.0,-0.219159085,0.0,0.0,0.125,-0.24122807,-0.265350877,0.0,1.055346303,1.388522782,0.881182926,0.0444637,0.0,0.0,0.0,0.0,1.203861086,1.182535113,0.0,0.0,0.0,0.842207298,1.137967116,0.928225673,0.0,0.0,0.0,0.017477237,-1.218709047,0.027541316,14.96338874,1.352803233,0.00240215,-2.210976506,3.983055571,15.99491563,-0.353057665,0.069452345,5.185740545,1,3.584092171,0.083923071,0.555675046,0.946406833,0.431932245,0.576445316,1.207644823,1.208341272,2.581216256,2.428944233,1.548236667,0.571428571,0.571428571,1.327576879,1,0,1,0.0,0.0,0.0,0.353553391,0.25,0.176776695,0.0,0.0,0.0,0.118963803,0.068041382,0.0,0.0,2.22e-17,3.845086753,1.478117039,0,0,0.906944444,0.401388889,1.986111111,0.0,1.736111111,0.443055556,0.0,0.0,0.0,4.763888889,2.013888889,0.505555556,0.0,1.097222222,2.013888889,0.0,0.581944444,0.368055556,0.888888889,0.0,0.6,0.0,0.20934,0.0,2.55034071,0.863550248,11.87944566,21.66124924,0,0,0.0,0.0,0.0,4.242640687,0.0,0.424,0.562,25,0.0,1.4,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.793519041,62.013073,5.888877958,1.9375,2.875,15,Training
M278,25.115,-9.4379,8.5916,1.792,-0.5625,0.0222,0.3369,76.28371536,6.718464,0.0,0.0,0.0,0.0,184.917652,0.0,1.705882353,0.0,0.029265999,0.0,0.0,22.48869455,-51.16683256,-0.163334579,1.137599627,0.0,-7.566949816,0.0,0.0,0.0,-0.25,-3.0,-1.75,2.0,0.0,0.0,-0.001014267,0.00365825,0.0,0.00012,-0.009607916,0.023270116,1.268133482,0.0,0.545454545,-0.102941176,0.25,0.0,0.0,0.0,-0.251909109,-0.183031397,0.227767682,0.0,0.0,-0.455051266,0.001366171,0.0,0.0,-0.219159085,0.0,0.0,-0.041666667,-0.289473684,-0.18872549,0.0,1.145200286,1.587483485,0.720024434,2.44e-05,0.0,0.0,0.0,0.0,1.273363011,1.243978269,0.0,0.0,0.0,0.842207298,1.0348406,1.15268774,0.0,0.0,0.0,0.007886926,-1.616555471,0.039730411,23.39604464,1.576283488,0.0046928,-1.876144019,2.394699582,15.99491563,-0.372587661,0.120909873,5.129493202,1,3.586263538,0.083923071,0.707095396,0.757912782,0.439972378,0.675251521,1.207644823,1.208515408,2.626433415,2.411488323,1.486378884,0.571428571,0.571428571,1.199973491,0,0,2,0.0,0.0,0.0,0.353553391,0.25,0.176776695,0.0,0.0,0.0,0.118963803,0.068041382,0.0,0.0,2.22e-17,3.845086753,1.478117039,0,0,0.0,1.080555556,1.638888889,0.0,2.013888889,0.443055556,0.0,0.0,0.0,4.833333333,2.013888889,0.0,0.0,0.819444444,2.013888889,0.0,0.540277778,0.333333333,0.819444444,0.0,0.6,0.0,0.20425,0.0,2.186704346,0.609965752,11.87944566,16.74789013,0,0,0.0,0.0,0.0,4.242640687,0.0,0.424,0.562,25,0.0,1.4,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.793519041,62.013073,5.888877958,1.9375,2.875,15,Validation
M279,30.559,-10.0965,8.8774,1.7999,-0.5481,0.0,-0.7176,61.71557788,6.884784,6.718464,0.0,0.444612905,0.0,171.6696919,0.0,1.792792793,1.0,0.016216016,0.013083709,0.0,26.4309685,-57.19330087,-0.65370875,-0.742167445,0.0,-1.68412369,6.385066966,0.0,0.0,-0.583333333,0.083333333,-4.333333333,0.333333333,1.333333333,0.0,-0.001331245,0.000676,0.0,0.002241625,-0.017667804,0.005763167,1.176345328,0.0,0.395833333,-0.117117117,0.013888889,0.111111111,0.0,0.0,-0.242755263,-0.070747809,0.065098504,0.105047981,0.0,-0.20420158,0.03459765,0.0,0.0,-0.174333175,0.0,0.0,-0.092105263,0.006791171,-0.295874822,0.280701754,1.168142891,1.442604439,1.471256872,0.078869831,0.021632994,0.0,0.0,0.0,1.172310048,1.311636988,0.722340375,0.0,0.0,0.852838684,1.268474708,0.883186401,0.907689569,0.0,0.0,0.009186324,-1.738967983,0.006424117,27.94976166,1.998245203,0.0110117,-1.630222491,5.191232363,15.99741729,-0.399664849,0.077405679,5.265492759,0,3.592237584,0.083923071,0.083923071,0.083923071,0.399277246,0.176117501,1.207644823,1.207644823,3.000550363,2.671019626,1.607404101,0.040250163,0.638297872,0.638297872,0,0,2,0.0,0.0,0.25,0.341375538,0.234835264,0.161419447,0.144337567,0.0,0.0,0.165336701,0.105520277,0.083333333,0.0,0.010805595,5.16269744,2.059931203,0,1,1.833333333,0.0,3.516203704,0.0,0.0,0.0,0.0,0.0,0.0,5.152777778,0.0,0.45,2.118055556,1.265046296,0.0,0.546296296,0.45,0.166666667,0.546296296,0.17647,0.58333,0.0,0.08067,0.10616,1.798794941,0.769454883,10.71860945,20.84085093,0,0,0.0,1.144714243,1.0,2.381101578,0.0,0.42,0.423,35,0.0,1.0,0.333333333,0,0,0,0.166666667,0,0.444444444,0.222222222,0.0,0.0,0.0,0.0,0.166666667,0.063492063,0.111111111,0.0,0.0,0.0,0.0,0.008854696,-1.761028728,7.305130415,68.27844578,6.224558429,1.929249695,2.891111036,26,Training
M280,43.4,-10.1066,8.6807,1.7589,-0.5946,0.0,-0.7283,59.67081553,6.940882778,6.818256,6.718464,0.611845756,0.0,167.4055639,0.0,1.920289855,1.25,0.01665283,0.012194843,0.005882862,26.87660126,-57.43271798,-0.93114431,-1.715487269,0.944307985,2.196808705,2.703813462,0.0,0.0,-1.464912281,2.564250539,-6.686518929,0.572945522,0.58079409,0.0,-0.001787344,0.000463,0.000654,0.002364321,-0.020242268,0.002641721,1.18275966,0.0,0.366882118,-0.145359107,0.015915153,0.024199754,0.0,0.0,-0.304523422,0.047143505,0.053170485,0.058405003,0.075133091,-0.1618852,0.04227761,0.0,0.0,-0.145109723,0.490622199,0.0,-0.210151007,0.1889001,-0.396201123,0.06596057,1.254007249,1.346859936,2.004738307,0.0940265,0.072380356,0.0,0.0,0.0,1.081127481,1.429757543,0.899400391,0.449700195,0.0,0.861961564,1.305828384,0.85677381,1.094723767,0.547361884,0.0,4.25e-17,-25.02630063,2.29e-17,2000021.984,10.15606811,0.0,0.0,285716.2721,15.99741755,-0.396847996,0.077921397,5.4216875,0,3.637341493,0.430007647,0.083923071,0.083923071,0.399277246,0.328061113,0.408464249,1.207644823,3.120135224,2.764244687,1.655997818,0.069492934,0.042586336,0.620689655,0,0,2,0.11785113,0.0,0.60069838,0.335932885,0.217444787,0.149162458,0.127614237,0.0,0.0,0.160481646,0.10020731,0.087766439,0.0,2.55e-17,285716.3909,10.15606557,0,2,2.144444444,0.0,2.502314815,0.0,0.0,0.0,0.0,0.0,0.0,5.361111111,0.0,0.45,2.128472222,1.251157407,0.0,0.523148148,0.45,0.055555556,0.523148148,0.3,0.57143,0.0,0.06554,0.21232,1.667951197,0.60959569,10.29981851,17.23477059,0,0,0.25,1.632993162,2.309401077,1.0,0.5,0.438,0.384,47,0.0,1.0,0.5,0,0,0,0.285714286,0,0.666666667,0.569444444,0.0,0.0,0.0,0.0,0.285714286,0.074074074,0.142361111,0.0,0.0,0.0,0.0,6.51e-17,-24.72763908,285716.6677,73.46034778,6.502790046,1.921934272,2.895226194,41,Training
